,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowD,SlowK,MACD_Signal,MACD,MACD_Hist,ADX,CCI,Aroon Up,Aroon Down,Real Lower Band,Real Middle Band,Real Upper Band,Chaikin A/D,OBV
2014-11-28,8.24,8.31,8.21,8.24,6.9831299549,6818948,0.0000,1.0,6.8340,6.8386,52.8459,85.7837,86.1755,-0.0444,-0.0158,0.0286,13.4790,82.4357,10.0000,60.0000,6.5244,6.8340,7.1435,954729890.5788,-414345596.0000
2014-11-26,8.22,8.23,8.19,8.19,6.94075659352,7638912,0.0000,1.0,6.8336,6.8234,51.8930,79.4692,88.2126,-0.0515,-0.0323,0.0192,14.1254,59.6099,15.0000,65.0000,6.5248,6.8336,7.1423,957457469.7785,-421164544.0000
2014-11-25,8.11,8.18,8.11,8.12,6.88143388759,15559419,0.0000,1.0,6.8348,6.8111,50.5644,64.7557,82.9630,-0.0563,-0.0485,0.0078,14.7345,27.3448,0.0000,70.0000,6.5241,6.8348,7.1455,965096381.7785,-428803456.0000
2014-11-24,8.08,8.18,8.07,8.12,6.88143388759,18855509,0.0000,1.0,6.8480,6.8037,50.5644,48.6054,67.2320,-0.0583,-0.0625,-0.0043,15.2511,13.9587,5.0000,75.0000,6.5095,6.8480,7.1864,976210252.4957,-428803456.0000
2014-11-21,7.99,8.08,7.95,7.97,6.75431380346,19199458,0.0000,1.0,6.8586,6.7955,47.7750,34.0073,44.0722,-0.0572,-0.0795,-0.0223,15.7950,-39.7930,10.0000,80.0000,6.5037,6.8586,7.2134,977924389.6805,-447658965.0000
2014-11-20,7.86,7.91,7.77,7.78,6.59329503023,7364335,0.0000,1.0,6.8742,6.7998,43.9708,27.3979,34.5121,-0.0517,-0.0870,-0.0354,16.1276,-115.6779,15.0000,85.0000,6.5116,6.8742,7.2369,991216322.1423,-466858423.0000
2014-11-19,7.87,7.88,7.73,7.74,6.55939634113,10846988,0.0000,1.0,6.8992,6.8215,43.1424,29.5607,23.4375,-0.0428,-0.0790,-0.0362,16.0430,-150.4085,20.0000,90.0000,6.5487,6.8992,7.2497,997528609.2858,-474222758.0000
2014-11-18,7.89,8.01,7.88,7.93,6.72041511436,27581319,0.0000,1.0,6.9073,6.8491,46.2263,39.2344,24.2443,-0.0338,-0.0641,-0.0304,15.8746,-98.0793,25.0000,95.0000,6.5819,6.9073,7.2327,1006929332.2183,-463375770.0000
2014-11-17,7.68,7.71,7.63,7.67,6.5000736352,23331921,0.0000,1.0,6.9175,6.8627,40.7174,55.1410,41.0002,-0.0262,-0.0606,-0.0344,15.9727,-241.1375,30.0000,100.0000,6.6036,6.9175,7.2314,1013294251.9860,-490957089.0000
2014-11-14,7.95,7.98,7.76,7.86,6.66109240843,38723192,0.0000,1.0,6.9268,6.9008,43.8350,61.6132,52.4586,-0.0176,-0.0328,-0.0153,15.2335,-161.9375,35.0000,100.0000,6.6547,6.9268,7.1988,1013294251.9860,-467625168.0000
2014-11-13,8.18,8.27,8.14,8.26,7.00007929945,15178843,0.0000,1.0,6.9302,6.9261,51.7615,61.6751,71.9643,-0.0138,-0.0133,0.0005,14.6814,25.5836,40.0000,0.0000,6.6700,6.9302,7.1903,1016814542.1697,-428901976.0000
2014-11-12,8.06,8.11,8.02,8.05,6.82211118167,8711886,0.0000,1.0,6.9107,6.9183,46.9798,48.0977,60.4167,-0.0139,-0.0226,-0.0088,14.9028,-44.3461,45.0000,5.0000,6.6180,6.9107,7.2033,1003970905.7836,-444080819.0000
2014-11-11,8.12,8.17,8.1,8.17,6.92380724897,5482685,0.0000,1.0,6.8988,6.9284,49.6516,34.2029,52.6442,-0.0117,-0.0161,-0.0045,14.6157,3.7765,50.0000,10.0000,6.5751,6.8988,7.2225,1006874867.7829,-435368933.0000
2014-11-10,8.05,8.13,8.01,8.12,6.88143388759,7287053,0.0000,1.0,6.8899,6.9289,48.4921,22.2104,31.2322,-0.0106,-0.0180,-0.0074,14.4995,-16.9008,55.0000,15.0000,6.5598,6.8899,7.2201,1001392182.7829,-440851618.0000
2014-11-07,8.0,8.065,7.92,8.01,6.78821249256,13495142,0.0000,1.0,6.8806,6.9339,45.8875,22.9231,18.7322,-0.0087,-0.0157,-0.0070,14.2447,-48.1328,60.0000,20.0000,6.5397,6.8806,7.2215,995319638.6168,-448138671.0000
2014-11-06,8.18,8.24,8.125,8.13,6.88990855987,8361392,0.0000,1.0,6.8759,6.9492,48.4252,28.1358,16.6667,-0.0070,-0.0031,0.0038,13.7605,16.8901,65.0000,25.0000,6.5276,6.8759,7.2242,992062190.5493,-434643529.0000
2014-11-05,8.23,8.2374,8.16,8.17,6.92380724897,8821203,0.0000,1.0,6.8725,6.9555,49.2884,34.1358,33.3704,-0.0079,0.0026,0.0106,13.7137,26.9583,70.0000,30.0000,6.5235,6.8725,7.2216,999696504.9837,-426282137.0000
2014-11-04,8.22,8.23,8.08,8.12,6.88143388759,14700746,0.0000,1.0,6.8768,6.9588,48.1918,28.3457,34.3704,-0.0106,0.0065,0.0171,13.7498,8.9684,75.0000,35.0000,6.5233,6.8768,7.2302,1006238327.3626,-435103340.0000
2014-11-03,8.38,8.44,8.35,8.36,7.0848260222,20727672,0.0000,1.0,6.8789,6.9670,53.4638,29.8182,34.6667,-0.0148,0.0156,0.0305,13.7649,97.4275,0.0000,40.0000,6.5249,6.8789,7.2329,1013098675.4962,-420402594.0000
2014-10-31,8.32,8.33,8.25,8.27,7.00855397172,32661809,0.0000,1.0,6.8852,6.9546,51.5766,39.5294,16.0000,-0.0225,0.0064,0.0289,14.4776,55.5297,5.0000,45.0000,6.5126,6.8852,7.2579,1029220198.1659,-441130266.0000
2014-10-30,8.26,8.29,8.23,8.23,6.97465528262,22943704,0.0000,1.0,6.8861,6.9489,50.7330,63.9213,38.7879,-0.0297,0.0022,0.0319,14.8958,44.2633,10.0000,50.0000,6.5122,6.8861,7.2600,1045551102.6683,-473792075.0000
2014-10-29,8.34,8.35,8.2,8.22,6.96618061035,23613355,0.0000,1.0,6.8886,6.9462,50.5284,80.7382,63.8002,-0.0377,0.0004,0.0380,15.2114,46.5996,15.0000,55.0000,6.5117,6.8886,7.2656,1068494806.6683,-496735779.0000
2014-10-28,8.39,8.45,8.36,8.43,7.14414872813,32892849,0.0000,1.0,6.8878,6.9440,55.0949,85.5298,89.1759,-0.0472,-0.0012,0.0460,15.5437,105.0577,20.0000,60.0000,6.5115,6.8878,7.2641,1085811267.0019,-473122424.0000
2014-10-27,8.29,8.39,8.2,8.37,7.09330069448,17195445,0.0000,1.0,6.8891,6.9230,53.9657,83.2622,89.2386,-0.0587,-0.0212,0.0375,16.3116,68.7528,25.0000,65.0000,6.5092,6.8891,7.2690,1067537462.0009,-506015273.0000
2014-10-24,8.44,8.44,8.26,8.34,7.06787667765,14947293,0.0000,1.0,6.8967,6.9051,53.4091,77.4217,78.1750,-0.0680,-0.0413,0.0267,16.9496,70.6736,0.0000,70.0000,6.4952,6.8967,7.2982,1053962110.6850,-523210718.0000
2014-10-23,8.29,8.39,8.2,8.37,7.09330069448,17155562,0.0000,1.0,6.9081,6.8879,54.0297,76.9784,82.3731,-0.0747,-0.0638,0.0109,17.7797,54.2970,0.0000,75.0000,6.4759,6.9081,7.3404,1055622921.0192,-508263425.0000
2014-10-22,8.21,8.23,7.9,7.93,6.72041511436,42940369,0.0000,1.0,6.9162,6.8663,45.1504,69.0898,71.7169,-0.0775,-0.0942,-0.0167,18.5175,-44.6427,0.0000,80.0000,6.4649,6.9162,7.3675,1042079056.2823,-525418987.0000
2014-10-21,7.98,8.19,7.97,8.17,6.92380724897,12318929,0.0000,1.0,6.9471,6.8816,50.1720,60.1170,76.8451,-0.0733,-0.0936,-0.0203,18.8350,-24.7990,5.0000,85.0000,6.4697,6.9471,7.4246,1077212085.4658,-482478618.0000
2014-10-20,7.83,7.91,7.81,7.89,6.68651642526,9410070,0.0000,1.0,6.9615,6.8772,43.1662,44.0152,58.7073,-0.0682,-0.1122,-0.0440,19.3360,-96.5121,0.0000,90.0000,6.4706,6.9615,7.4525,1067132961.7384,-494797547.0000
2014-10-17,7.91,8.0,7.8911,7.94,6.72888978664,10423418,0.0000,1.0,6.9920,6.8973,44.2210,29.4949,44.7985,-0.0572,-0.1101,-0.0529,18.9454,-86.5289,0.0000,95.0000,6.4974,6.9920,7.4867,1061486919.7384,-485387477.0000
2014-10-16,7.6,7.88,7.58,7.8,6.61024437478,20798464,0.0000,1.0,7.0217,6.9150,40.3436,17.2322,28.5398,-0.0440,-0.1102,-0.0662,18.7112,-144.9658,5.0000,100.0000,6.5226,7.0217,7.5208,1062549361.7928,-495810895.0000
2014-10-15,7.72,7.89,7.61,7.77,6.58482035796,30149536,0.0000,1.0,7.0569,6.9471,39.4872,8.3222,15.1464,-0.0274,-0.0966,-0.0692,18.0166,-162.5149,10.0000,100.0000,6.5801,7.0569,7.5336,1052843411.9257,-516609359.0000
2014-10-14,8.01,8.06,7.87,7.96,6.74583913119,25358039,0.0000,1.0,7.0895,6.9852,43.2199,8.2523,8.0105,-0.0101,-0.0753,-0.0651,17.3451,-127.0389,15.0000,100.0000,6.6593,7.0895,7.5196,1048536335.3532,-486459823.0000
2014-10-13,8.09,8.1,7.9,7.9,6.69499109754,15490403,0.0000,1.0,7.1153,7.0104,41.5627,12.0204,1.8096,0.0061,-0.0634,-0.0695,17.2175,-147.2951,20.0000,95.0000,6.7095,7.1153,7.5212,1049870968.9840,-511817862.0000
2014-10-10,8.09,8.1,7.89,7.9,6.69499109754,17268621,0.0000,1.0,7.1433,7.0436,41.5627,27.1405,14.9369,0.0235,-0.0421,-0.0656,17.1581,-178.9433,25.0000,100.0000,6.7826,7.1433,7.5040,1065361371.9840,-511817862.0000
2014-10-09,8.27,8.31,8.04,8.05,6.82211118167,16609756,0.0000,1.0,7.1632,7.0803,44.4926,37.7644,19.3149,0.0399,-0.0142,-0.0542,17.0956,-145.3440,30.0000,100.0000,6.8651,7.1632,7.4613,1080985362.4116,-494549241.0000
2014-10-08,8.11,8.29,8.05,8.27,7.00855397172,16739758,0.0000,1.0,7.1793,7.1075,49.3386,49.4480,47.1698,0.0534,0.0085,-0.0449,17.4037,-135.8629,35.0000,100.0000,6.9251,7.1793,7.4335,1096364766.1147,-477939485.0000
2014-10-07,8.33,8.36,8.16,8.17,6.92380724897,15568442,0.0000,1.0,7.1831,7.1179,46.8383,43.0340,46.8085,0.0647,0.0185,-0.0462,17.6627,-133.7190,40.0000,85.0000,6.9371,7.1831,7.4291,1082414967.7813,-494679243.0000
2014-10-06,8.56,8.58,8.45,8.51,7.21194610633,19087043,0.0000,1.0,7.1874,7.1384,55.7210,34.0266,54.3657,0.0762,0.0395,-0.0367,18.2202,22.2605,45.0000,90.0000,6.9570,7.1874,7.4178,1096426565.5805,-479110801.0000
2014-10-03,8.18,8.32,8.15,8.29,7.02550331627,8951309,0.0000,1.0,7.1865,7.1306,49.8779,23.1225,27.9279,0.0854,0.0365,-0.0490,18.6553,-127.4576,50.0000,95.0000,6.9564,7.1865,7.4167,1097894799.6582,-498197844.0000
2014-10-02,8.32,8.371,8.1,8.29,7.02550331627,18793233,0.0000,1.0,7.1878,7.1417,49.8779,27.9286,19.7861,0.0977,0.0510,-0.0467,19.2848,-133.5690,55.0000,100.0000,6.9609,7.1878,7.4146,1092102776.1881,-498197844.0000
2014-10-01,8.33,8.33,8.1701,8.2,6.9492312658,15728270,0.0000,1.0,7.1886,7.1539,47.3109,37.7862,21.6535,0.1093,0.0689,-0.0405,19.9474,-156.8827,60.0000,100.0000,6.9641,7.1886,7.4132,1084543874.3554,-516991077.0000
2014-09-30,8.49,8.52,8.42,8.46,7.16957274496,8491632,0.0000,1.0,7.1967,7.1754,55.0484,50.4898,42.3463,0.1195,0.0984,-0.0210,20.8763,-16.3170,65.0000,25.0000,6.9969,7.1967,7.3965,1094390027.1184,-501262807.0000
2014-09-29,8.5,8.57,8.47,8.55,7.24584479543,8171393,0.0000,1.0,7.1916,7.1761,58.1773,50.7776,49.3587,0.1247,0.1123,-0.0124,21.1200,30.3840,70.0000,0.0000,6.9843,7.1916,7.3989,1096088353.5172,-492771175.0000
2014-09-26,8.57,8.61,8.51,8.61,7.29669282909,10697760,0.0000,1.0,7.1840,7.1687,60.3497,51.2795,59.7643,0.1278,0.1205,-0.0073,21.1476,63.7833,75.0000,0.0000,6.9740,7.1840,7.3940,1091185517.7172,-484599782.0000
2014-09-25,8.63,8.66,8.51,8.56,7.25431946771,13306593,0.0000,1.0,7.1636,7.1552,59.1419,47.8601,43.2099,0.1296,0.1242,-0.0055,20.9908,69.7569,80.0000,5.0000,6.9245,7.1636,7.4028,1080487757.7172,-495297542.0000
2014-09-24,8.54,8.67,8.51,8.66,7.33906619046,10520825,0.0000,1.0,7.1458,7.1448,62.7753,57.3288,50.8642,0.1310,0.1313,0.0003,20.8257,96.2585,85.0000,10.0000,6.8844,7.1458,7.4073,1084923288.7165,-481990949.0000
2014-09-23,8.51,8.58,8.46,8.51,7.21194610633,12277521,0.0000,1.0,7.1272,7.1244,59.2038,65.1192,49.5062,0.1309,0.1299,-0.0011,20.6520,57.5038,90.0000,15.0000,6.8704,7.1272,7.3840,1075717566.8422,-492511774.0000
2014-09-22,8.66,8.68,8.55,8.61,7.29669282909,21366991,0.0000,1.0,7.1166,7.1151,63.0340,74.8437,71.6162,0.1312,0.1391,0.0079,20.7081,114.6785,95.0000,20.0000,6.8572,7.1166,7.3760,1077763820.3434,-480234253.0000
2014-09-19,8.71,8.73,8.57,8.64,7.32211684591,33471653,0.0000,1.0,7.0984,7.0960,64.2181,76.8874,74.2352,0.1292,0.1402,0.0110,20.3877,146.2549,100.0000,25.0000,6.8409,7.0984,7.3558,1079407435.0327,-458867262.0000
2014-09-18,8.59,8.68,8.55,8.63,7.31364217364,17273768,0.0000,1.0,7.0819,7.0722,64.0040,75.6771,78.6797,0.1265,0.1371,0.0106,19.9644,156.8858,100.0000,30.0000,6.8421,7.0819,7.3216,1083591391.6574,-492338915.0000
2014-09-17,8.57,8.61,8.5,8.54,7.23737012316,21019998,0.0000,1.0,7.0607,7.0468,62.0630,71.2658,77.7473,0.1238,0.1319,0.0081,19.6378,138.4615,90.0000,0.0000,6.8320,7.0607,7.2893,1079605137.5014,-509612683.0000
2014-09-16,8.49,8.59,8.43,8.57,7.26279413998,12173114,0.0000,1.0,7.0386,7.0268,63.1411,62.8103,70.6044,0.1218,0.1311,0.0093,19.4645,132.8708,95.0000,0.0000,6.7977,7.0386,7.2796,1085337864.2295,-488592685.0000
2014-09-15,8.53,8.63,8.52,8.56,7.25431946771,41539531,0.0000,1.0,7.0069,7.0019,62.9372,52.7676,65.4457,0.1195,0.1256,0.0061,19.3308,154.8191,100.0000,0.0000,6.7279,7.0069,7.2858,1076208028.7310,-500765799.0000
2014-09-12,8.45,8.46,8.35,8.37,7.09330069448,10752859,0.0000,1.0,6.9725,6.9754,58.8262,46.6825,52.3810,0.1179,0.1177,-0.0003,18.8415,76.9958,80.0000,5.0000,6.6573,6.9725,7.2878,1087536991.7326,-542305330.0000
2014-09-11,8.38,8.43,8.35,8.43,7.14414872813,8397215,0.0000,1.0,6.9484,6.9629,60.8511,44.0366,40.4762,0.1180,0.1222,0.0042,18.7320,84.2028,85.0000,0.0000,6.6014,6.9484,7.2954,1094379720.1874,-531552471.0000
2014-09-10,8.33,8.37,8.27,8.36,7.0848260222,11574920,0.0000,1.0,6.9191,6.9439,59.2983,51.4335,47.1905,0.1170,0.1210,0.0040,18.6934,62.7784,90.0000,0.0000,6.5455,6.9191,7.2927,1085982505.1874,-539949686.0000
2014-09-09,8.375,8.38,8.24,8.27,7.00855397172,17633196,0.0000,1.0,6.8920,6.9290,57.2260,55.7888,44.4432,0.1160,0.1237,0.0078,18.8066,54.6058,95.0000,5.0000,6.4926,6.8920,7.2914,1076722569.1885,-551524606.0000
2014-09-08,8.44,8.52,8.41,8.49,7.19499676178,25750290,0.0000,1.0,6.8687,6.9207,64.8992,66.7744,62.6667,0.1140,0.1332,0.0192,18.9257,111.6756,100.0000,0.0000,6.4455,6.8687,7.2919,1086798681.1900,-533891410.0000
2014-09-05,8.35,8.37,8.27,8.32,7.0509273331,12355557,0.0000,1.0,6.8331,6.8918,61.0670,74.7565,60.2564,0.1092,0.1244,0.0152,18.4237,74.5392,90.0000,5.0000,6.4060,6.8331,7.2603,1075094003.9193,-559641700.0000
2014-09-04,8.4,8.47,8.29,8.31,7.04245266083,17794587,0.0000,1.0,6.8064,6.8750,60.8280,80.4936,77.4001,0.1054,0.1260,0.0206,18.2484,90.8054,95.0000,10.0000,6.3704,6.8064,7.2424,1075094003.9193,-571997257.0000
2014-09-03,8.48,8.49,8.36,8.39,7.11025003903,18271069,0.0000,1.0,6.7823,6.8574,63.8047,72.9756,86.6130,0.1003,0.1271,0.0268,17.9868,116.0449,100.0000,15.0000,6.3477,6.7823,7.2168,1088934238.2505,-554202670.0000
2014-09-02,8.3,8.365,8.28,8.34,7.06787667765,11996602,0.0000,1.0,6.7586,6.8308,62.7215,58.3309,77.4677,0.0936,0.1198,0.0262,17.4413,107.6680,95.0000,20.0000,6.3470,6.7586,7.1701,1098772506.1723,-572473739.0000
2014-08-29,8.36,8.4,8.23,8.37,7.09330069448,17135737,0.0000,1.0,6.7378,6.8058,63.8100,50.5014,54.8461,0.0870,0.1129,0.0259,17.1539,124.9116,100.0000,25.0000,6.3495,6.7378,7.1261,1093832728.8788,-560477137.0000
2014-08-28,7.99,8.16,7.97,8.13,6.88990855987,13815169,0.0000,1.0,6.7136,6.7756,58.3119,56.4227,42.6790,0.0805,0.1000,0.0194,16.8512,58.5421,75.0000,30.0000,6.3581,6.7136,7.0692,1082744899.0539,-577612874.0000
2014-08-27,8.105,8.18,8.1,8.14,6.89838323214,6597549,0.0000,1.0,6.7052,6.7636,58.6647,69.9659,53.9792,0.0757,0.1027,0.0270,17.1482,84.5019,80.0000,35.0000,6.3589,6.7052,7.0514,1073292415.0002,-563797705.0000
2014-08-26,8.2,8.26,8.19,8.22,6.96618061035,15103323,0.0000,1.0,6.7052,6.7494,61.4921,78.7144,72.6100,0.0689,0.1039,0.0349,16.9653,114.5193,85.0000,40.0000,6.3589,6.7052,7.0514,1073292415.0012,-557200156.0000
2014-08-25,8.22,8.27,8.195,8.26,7.00007929945,25538944,0.0000,1.0,6.7035,6.7265,62.9328,84.1332,83.3087,0.0602,0.0969,0.0367,16.3983,123.9293,90.0000,45.0000,6.3620,6.7035,7.0449,1075450032.5712,-542096833.0000
2014-08-22,8.19,8.22,8.14,8.18,6.93228192125,13365008,0.0000,1.0,6.7005,6.6977,61.2058,86.0809,80.2245,0.0510,0.0832,0.0322,15.7805,104.4869,95.0000,50.0000,6.3685,6.7005,7.0325,1056721473.6341,-567635777.0000
2014-08-21,8.26,8.32,8.21,8.25,6.99160462717,27013248,0.0000,1.0,6.7030,6.6731,63.6717,86.2400,88.8665,0.0430,0.0713,0.0283,15.2458,132.7556,0.0000,55.0000,6.3633,6.7030,7.0428,1056721473.6321,-554270769.0000
2014-08-20,8.1,8.25,8.09,8.13,6.88990855987,43178272,0.0000,1.0,6.7060,6.6395,61.1207,82.9791,89.1518,0.0359,0.0491,0.0132,14.4021,93.0686,5.0000,60.0000,6.3554,6.7060,7.0566,1064088723.0877,-581284017.0000
2014-08-19,7.87,8.02,7.85,8.02,6.79668716484,54483770,0.0000,1.0,6.6869,6.6132,58.5885,77.0170,80.7018,0.0326,0.0304,-0.0022,13.6657,30.1003,10.0000,65.0000,6.3369,6.6869,7.0370,1085677859.0877,-624462289.0000
2014-08-18,7.8,7.82,7.78,7.82,6.62719371933,12791862,0.0000,1.0,6.6742,6.5939,53.3391,74.2804,79.0836,0.0331,0.0156,-0.0175,13.4582,-26.7842,15.0000,0.0000,6.3226,6.6742,7.0258,1031194089.0877,-678946059.0000
2014-08-15,7.8,7.84,7.705,7.75,6.56787101341,12937780,0.0000,1.0,6.6662,6.5904,51.2858,64.6474,71.2655,0.0375,0.0137,-0.0238,13.8563,-38.4678,20.0000,0.0000,6.3034,6.6662,7.0289,1018402227.0877,-691737921.0000
2014-08-14,7.78,7.81,7.755,7.8,6.61024437478,20372540,0.0000,1.0,6.6611,6.5927,52.8643,51.5285,72.4919,0.0434,0.0171,-0.0263,14.2754,-25.4305,25.0000,0.0000,6.2902,6.6611,7.0320,1022714820.4203,-678800141.0000
2014-08-13,7.72,7.74,7.69,7.74,6.55939634113,4847454,0.0000,1.0,6.6433,6.5909,51.1503,33.4757,50.1846,0.0500,0.0170,-0.0331,14.5318,-39.4138,30.0000,5.0000,6.2324,6.6433,7.0542,1009750476.7871,-699172681.0000
2014-08-12,7.73,7.75,7.65,7.72,6.54244699658,8176179,0.0000,1.0,6.6335,6.5942,50.5813,20.8155,31.9089,0.0583,0.0217,-0.0366,15.0215,-39.4393,35.0000,10.0000,6.2062,6.6335,7.0609,1004903022.7871,-704020135.0000
2014-08-11,7.75,7.77,7.69,7.72,6.54244699658,18217028,0.0000,1.0,6.6217,6.5996,50.5813,14.8556,18.3335,0.0674,0.0291,-0.0384,15.5370,-26.7774,40.0000,15.0000,6.1723,6.6217,7.0711,1001632551.1875,-704020135.0000
2014-08-08,7.66,7.68,7.604,7.65,6.48312429065,10790085,0.0000,1.0,6.6124,6.6056,48.6934,14.0040,12.2042,0.0770,0.0381,-0.0389,15.9448,-46.5570,45.0000,20.0000,6.1492,6.6124,7.0755,1006186808.1868,-722237163.0000
2014-08-07,7.8,7.81,7.63,7.69,6.51702297975,19843337,0.0000,1.0,6.6047,6.6185,49.7246,15.2600,14.0290,0.0868,0.0551,-0.0316,16.6405,-24.0051,50.0000,25.0000,6.1285,6.6047,7.0810,1003915211.3451,-711447078.0000
2014-08-06,7.75,7.7977,7.71,7.74,6.55939634113,13811578,0.0000,1.0,6.5984,6.6292,51.0073,16.2239,15.7787,0.0947,0.0726,-0.0221,17.2902,-9.7345,55.0000,30.0000,6.1143,6.5984,7.0824,1010529657.0126,-691603741.0000
2014-08-05,7.99,8.015,7.7799,7.83,6.63566839161,37857757,0.0000,1.0,6.5899,6.6366,53.3613,16.0675,15.9722,0.1002,0.0896,-0.0106,17.7170,26.9527,60.0000,0.0000,6.0975,6.5899,7.0823,1014892036.8362,-677792163.0000
2014-08-04,7.88,7.93,7.8,7.85,6.65261773616,29640484,0.0000,1.0,6.5717,6.6367,53.8862,23.1769,16.9207,0.1029,0.1021,-0.0008,17.9339,28.3965,65.0000,5.0000,6.0608,6.5717,7.0825,1036614756.6116,-639934406.0000
2014-08-01,7.92,7.94,7.75,7.8,6.61024437478,19051004,0.0000,1.0,6.5619,6.6350,52.7830,36.4746,15.3096,0.1030,0.1149,0.0119,18.3850,24.1522,70.0000,10.0000,6.0502,6.5619,7.0737,1043454868.3022,-669574890.0000
2014-07-31,7.99,8.01,7.85,7.93,6.72041511436,25111754,0.0000,1.0,6.5590,6.6376,56.0981,58.0344,37.3004,0.1001,0.1339,0.0338,18.8599,52.3079,75.0000,15.0000,6.0477,6.5590,7.0703,1052479028.0932,-650523886.0000
2014-07-30,8.14,8.23,8.11,8.14,6.89838323214,9526443,0.0000,1.0,6.5454,6.6289,62.0818,74.4809,56.8137,0.0916,0.1450,0.0533,19.0439,121.9996,80.0000,20.0000,6.0376,6.5454,7.0532,1052479028.0932,-625412132.0000
2014-07-29,8.19,8.23,8.13,8.18,6.93228192125,20177932,0.0000,1.0,6.5230,6.6005,63.3036,84.7520,79.9891,0.0783,0.1389,0.0606,18.2854,153.8742,85.0000,25.0000,6.0405,6.5230,7.0054,1057242249.5941,-615885689.0000
2014-07-28,8.21,8.225,8.1,8.19,6.94075659352,15782423,0.0000,1.0,6.4967,6.5656,63.6009,87.9215,86.6400,0.0631,0.1256,0.0624,17.4056,189.7849,90.0000,30.0000,6.0504,6.4967,6.9430,1057242249.5918,-595707757.0000
2014-07-25,8.21,8.26,8.16,8.24,6.9831299549,15949614,0.0000,1.0,6.4721,6.5261,65.0520,87.5445,87.6268,0.0475,0.1060,0.0584,16.4889,274.3319,95.0000,35.0000,6.0749,6.4721,6.8694,1050297983.4708,-579925334.0000
2014-07-24,8.28,8.35,8.13,8.32,7.0509273331,63899965,0.0000,1.0,6.4484,6.4780,67.3891,88.9483,89.4978,0.0329,0.0751,0.0422,15.2933,397.9828,100.0000,40.0000,6.1265,6.4484,6.7702,1040728215.0700,-563975720.0000
2014-07-23,7.66,7.71,7.63,7.68,6.50854830748,14905959,0.0000,1.0,6.4221,6.4177,55.1407,80.7714,85.5090,0.0224,0.0277,0.0053,14.0349,77.7224,0.0000,45.0000,6.2506,6.4221,6.5936,994255513.2544,-627875685.0000
2014-07-22,7.65,7.755,7.621,7.72,6.54244699658,19906357,0.0000,1.0,6.4183,6.4081,56.3985,71.3124,91.8381,0.0211,0.0220,0.0009,14.1669,98.8847,0.0000,50.0000,6.2513,6.4183,6.5852,990529023.5022,-612969726.0000
2014-07-21,7.64,7.68,7.59,7.63,6.4661749461,16710218,0.0000,1.0,6.4255,6.3940,54.1637,52.0142,64.9671,0.0208,0.0109,-0.0099,14.3058,37.4396,5.0000,55.0000,6.2281,6.4255,6.6229,981021509.7098,-632876083.0000
2014-07-18,7.59,7.63,7.53,7.63,6.4661749461,3643998,0.0000,1.0,6.4306,6.3864,54.1637,47.9108,57.1320,0.0233,0.0044,-0.0189,14.6876,5.7912,0.0000,60.0000,6.2242,6.4306,6.6370,982878200.5996,-632876083.0000
2014-07-17,7.52,7.52,7.36,7.38,6.25430813922,1929202,0.0000,1.0,6.4382,6.3780,47.4059,45.0527,33.9436,0.0281,-0.0040,-0.0320,15.2515,-110.5991,5.0000,65.0000,6.2164,6.4382,6.6600,979234202.5996,-636520081.0000
2014-07-16,7.5,7.53,7.46,7.51,6.3644788788,7398558,0.0000,1.0,6.4570,6.3910,51.1298,52.0980,52.6570,0.0361,0.0070,-0.0291,15.8878,-74.2918,10.0000,70.0000,6.2370,6.4570,6.6771,980681104.0996,-634590879.0000
2014-07-15,7.47,7.48,7.37,7.44,6.30515617287,9355387,0.0000,1.0,6.4588,6.3938,49.0838,51.0536,48.5576,0.0433,0.0096,-0.0337,16.5408,-121.4402,15.0000,75.0000,6.2412,6.4588,6.6764,977510293.5279,-641989437.0000
2014-07-14,7.52,7.55,7.48,7.5,6.35600420652,6108323,0.0000,1.0,6.4611,6.4032,50.8162,48.2937,55.0794,0.0518,0.0189,-0.0329,17.3993,-74.3271,20.0000,80.0000,6.2493,6.4611,6.6730,974958824.3457,-632634050.0000
2014-07-11,7.475,7.53,7.42,7.47,6.33058018969,8129404,0.0000,1.0,6.4633,6.4081,49.9776,40.8345,49.5238,0.0600,0.0253,-0.0347,17.9035,-101.1752,25.0000,85.0000,6.2550,6.4633,6.6717,977576677.0603,-638742373.0000
2014-07-10,7.425,7.6,7.41,7.54,6.38990289562,12751318,0.0000,1.0,6.4668,6.4163,51.9407,38.2576,40.2778,0.0687,0.0357,-0.0330,18.4986,-78.8526,30.0000,90.0000,6.2652,6.4668,6.6684,978315713.7888,-630612969.0000
2014-07-09,7.425,7.54,7.41,7.54,6.38990289562,11237848,0.0000,1.0,6.4677,6.4191,51.9407,40.4161,32.7020,0.0769,0.0424,-0.0345,19.1250,-96.1362,35.0000,95.0000,6.2673,6.4677,6.6680,973617859.7885,-630612969.0000
2014-07-08,7.43,7.46,7.3,7.4,6.27125748377,22043878,0.0000,1.0,6.4690,6.4221,48.2733,45.1559,41.7929,0.0855,0.0504,-0.0352,19.9673,-179.7242,40.0000,100.0000,6.2703,6.4690,6.6676,962380011.7885,-641850817.0000
